Rxn name	Formula	Gene-reaction association	LB	UB	Objective
ACTS6	malcoa_c[c] + h_c[c] + pk10ACPact_c[c]  -> coa_c[c] + co2_c[c] + pk12ACPact_c[c] 	((SCO5087) and (SCO5088))	  0.00	1000.00	  0.00
ACTS7	malcoa_c[c] + h_c[c] + pk12ACPact_c[c]  -> coa_c[c] + co2_c[c] + pk14ACPact_c[c] 	((SCO5087) and (SCO5088))	  0.00	1000.00	  0.00
ACTS8	malcoa_c[c] + h_c[c] + pk14ACPact_c[c]  -> coa_c[c] + co2_c[c] + pk16ACPact_c[c] 	((SCO5087) and (SCO5088))	  0.00	1000.00	  0.00
ACTS9	pk16ACPact_c[c]  -> actint1ACPact_c[c] 	((SCO5087) and (SCO5088))	  0.00	1000.00	  0.00
ALAD_L	h2o_c[c] + nad_c[c] + ala-L_c[c]  -> h_c[c] + nadh_c[c] + nh4_c[c] + pyr_c[c] 	(SCO1773)	  0.00	1000.00	  0.00
ALAR	ala-L_c[c]  <=> ala-D_c[c] 	(SCO4745)	-1000.00	1000.00	  0.00
ALATA_L	ala-L_c[c] + akg_c[c]  <=> pyr_c[c] + glu-L_c[c] 	((SCO4984) or (SCO6222))	-1000.00	1000.00	  0.00
APAT2r	akg_c[c] + ala-B_c[c]  <=> glu-L_c[c] + msa_c[c] 	((SCO5676) or (SCO7034) or (SCO3622))	-1000.00	1000.00	  0.00
ASNN	h2o_c[c] + asn-L_c[c]  -> nh4_c[c] + asp-L_c[c] 		  0.00	1000.00	  0.00
ASNS1	h2o_c[c] + asp-L_c[c] + atp_c[c] + gln-L_c[c]  -> h_c[c] + glu-L_c[c] + asn-L_c[c] + amp_c[c] + ppi_c[c] 	(SCO0386)	  0.00	1000.00	  0.00
ASPO1	h2o_c[c] + o2_c[c] + asp-L_c[c]  -> nh4_c[c] + h2o2_c[c] + oaa_c[c] 	(SCO3382)	  0.00	1000.00	  0.00
ASPTA	akg_c[c] + asp-L_c[c]  <=> glu-L_c[c] + oaa_c[c] 	((SCO4645) or (SCO3658))	-1000.00	1000.00	  0.00
3OXCOAT	coa_c[c] + oxadpcoa_c[c]  -> accoa_c[c] + succoa_c[c] 	((SCO6701) or (SCO6967) or (SCO3079) or (SCO6731))	  0.00	1000.00	  0.00
5DGLCNR	nadph_c[c] + h_c[c] + 5dglcn_c[c]  <=> nadp_c[c] + glcn_c[c] 	(SCO1681)	-1000.00	1000.00	  0.00
6PHBG	h2o_c[c] + salc6p_c[c]  -> 2hymeph_c[c] + g6p_c[c] 	((SCO2661) or (SCO6670))	  0.00	1000.00	  0.00
AAMYLe	14glucan_e[e]  -> malthx_e[e] 	(SCO2226)	  0.00	1000.00	  0.00
ACM6PH	h2o_c[c] + acmum6p_c[c]  -> acgam6p_c[c] + lac-D_c[c] 	(SCO4307)	  0.00	1000.00	  0.00
ACS2	coa_c[c] + atp_c[c] + ppa_c[c]  -> amp_c[c] + ppi_c[c] + ppcoa_c[c] 	(SCO3563)	  0.00	1000.00	  0.00
ADNUC	h2o_c[c] + adn_c[c]  -> ade_c[c] + rib-D_c[c] 	(SCO3779)	  0.00	1000.00	  0.00
AGDC	h2o_c[c] + acgam6p_c[c]  -> ac_c[c] + gam6p_c[c] 	(SCO4284)	  0.00	1000.00	  0.00
ALCD19	h_c[c] + nadh_c[c] + glyald_c[c]  <=> nad_c[c] + glyc_c[c] 	((SCO0199) or (SCO0259) or (SCO5262) or (SCO7362))	-1000.00	1000.00	  0.00
ALCD19y	nadph_c[c] + h_c[c] + glyald_c[c]  <=> nadp_c[c] + glyc_c[c] 	((SCO4945) or (SCO4271))	-1000.00	1000.00	  0.00
ALDD1	h2o_c[c] + nad_c[c] + fald_c[c]  -> 2 h_c[c] + nadh_c[c] + for_c[c] 	(SCO4055)	  0.00	1000.00	  0.00
ALDD19x	h2o_c[c] + nad_c[c] + pacald_c[c]  -> 2 h_c[c] + nadh_c[c] + pac_c[c] 	(SCO1612)	  0.00	1000.00	  0.00
ALDD2x	h2o_c[c] + nad_c[c] + acald_c[c]  -> 2 h_c[c] + nadh_c[c] + ac_c[c] 	((SCO1174) or (SCO1706) or (SCO3420) or (SCO4913) or (SCO5679))	  0.00	1000.00	  0.00
ALLTAMH	2 h_c[c] + 2 h2o_c[c] + alltt_c[c]  -> co2_c[c] + 2 nh4_c[c] + urdglyc_c[c] 	(SCO3072)	  0.00	1000.00	  0.00
AMALT1	malt_c[c] + malttr_c[c]  -> glc-D_c[c] + maltttr_c[c] 	(SCO2649)	  0.00	1000.00	  0.00
AMALT2	malt_c[c] + maltttr_c[c]  -> glc-D_c[c] + maltpt_c[c] 	(SCO2649)	  0.00	1000.00	  0.00
AMALT3	malt_c[c] + maltpt_c[c]  -> glc-D_c[c] + malthx_c[c] 	(SCO2649)	  0.00	1000.00	  0.00
AMALT4	malt_c[c] + malthx_c[c]  -> glc-D_c[c] + malthp_c[c] 	(SCO2649)	  0.00	1000.00	  0.00
ARAI	arab-L_c[c]  <=> rbl-L_c[c] 		-1000.00	1000.00	  0.00
BGLU	h2o_c[c] + celb_c[c]  -> 2 glc-D_c[c] 	((SCO0293) or (SCO0458) or (SCO1059) or (SCO2531) or (SCO2798) or (SCO5685) or (SCO6597) or (SCO6604) or (SCO7031) or (SCO7558))	  0.00	1000.00	  0.00
CYTDH	h2o_c[c] + cytd_c[c]  -> rib-D_c[c] + csn_c[c] 	(SCO3779)	  0.00	1000.00	  0.00
DABTD	nad_c[c] + abt-D_c[c]  -> h_c[c] + nadh_c[c] + xylu-D_c[c] 	(SCO1901)	  0.00	1000.00	  0.00
DCH	h2o_c[c] + chtbs_c[c]  -> 2 acgam_c[c] 	((SCO2758) or (SCO2786) or (SCO2943) or (SCO4860))	  0.00	1000.00	  0.00
DDGLK	atp_c[c] + 2ddglcn_c[c]  -> h_c[c] + 2ddg6p_c[c] + adp_c[c] 	((SCO0851) or (SCO3474) or (SCO3494))	  0.00	1000.00	  0.00
DHACOAH	h2o_c[c] + 23dhacoa_c[c]  <=> 3hadpcoa_c[c] 	((SCO6732) or (SCO4384))	-1000.00	1000.00	  0.00
DHAK	atp_c[c] + dha_c[c]  -> h_c[c] + adp_c[c] + dhap_c[c] 	(SCO0580)	  0.00	1000.00	  0.00
DHDGLCD	h_c[c] + 5dh4dglc_c[c]  -> h2o_c[c] + co2_c[c] + 25dptn_c[c] 	((SCO1895) or (SCO2543))	  0.00	1000.00	  0.00
DRBK	atp_c[c] + drib_c[c]  -> h_c[c] + adp_c[c] + 2dr5p_c[c] 	(SCO2748)	  0.00	1000.00	  0.00
DRPA	2dr5p_c[c]  -> acald_c[c] + g3p_c[c] 	(SCO4914)	  0.00	1000.00	  0.00
DTARTD	tartr-D_c[c]  -> h2o_c[c] + oaa_c[c] 	(SCO5044)	  0.00	1000.00	  0.00
EPMGH	h2o_c[c] + epm_c[c]  -> gal_c[c] + man_c[c] 	((SCO0274) or (SCO0541))	  0.00	1000.00	  0.00
FDH	nad_c[c] + for_c[c]  -> nadh_c[c] + co2_c[c] 	(SCO6561)	  0.00	1000.00	  0.00
FORCT	forcoa_c[c] + oxa_c[c]  <=> for_c[c] + oxalcoa_c[c] 	(SCO6583)	-1000.00	1000.00	  0.00
FRUK	atp_c[c] + f1p_c[c]  -> h_c[c] + adp_c[c] + fdp_c[c] 	(SCO3197)	  0.00	1000.00	  0.00
G3PD2	nadp_c[c] + glyc3p_c[c]  <=> nadph_c[c] + h_c[c] + dhap_c[c] 	(SCO5559)	-1000.00	1000.00	  0.00
G6PDA	h2o_c[c] + gam6p_c[c]  -> nh4_c[c] + f6p_c[c] 	(SCO5236)	  0.00	1000.00	  0.00
GAL6PI	dgal6p_c[c]  <=> tag6p-D_c[c] 	(SCO5849)	-1000.00	1000.00	  0.00
GALCTND	galctn-D_c[c]  -> h2o_c[c] + 2dh3dgal_c[c] 	((SCO2401) or (SCO3475))	  0.00	1000.00	  0.00
GALIGH	h2o_c[c] + 1Dgali_c[c]  -> gal_c[c] + inost_c[c] 	((SCO0274) or (SCO0541))	  0.00	1000.00	  0.00
GALKr	atp_c[c] + gal_c[c]  <=> h_c[c] + adp_c[c] + gal1p_c[c] 	(SCO3136)	-1000.00	1000.00	  0.00
GALS3	h2o_c[c] + melib_c[c]  -> glc-D_c[c] + gal_c[c] 	((SCO0274) or (SCO0541))	  0.00	1000.00	  0.00
GGLGH	h2o_c[c] + ggl_c[c]  -> glyc_c[c] + gal_c[c] 	((SCO0274) or (SCO0541))	  0.00	1000.00	  0.00
GLCATr	accoa_c[c] + glc-D_c[c]  <=> coa_c[c] + acglc-D_c[c] 	(SCO7519)	-1000.00	1000.00	  0.00
GLCRAL	5dh4dglc_c[c]  -> pyr_c[c] + 2h3oppan_c[c] 		  0.00	1000.00	  0.00
GLCRD	glcr_c[c]  -> h2o_c[c] + 5dh4dglc_c[c] 	(SCO2542)	  0.00	1000.00	  0.00
GLYALDDr	h2o_c[c] + nad_c[c] + glyald_c[c]  <=> 2 h_c[c] + nadh_c[c] + glyc-R_c[c] 	((SCO1174) or (SCO1706) or (SCO3420) or (SCO4913) or (SCO5679))	-1000.00	1000.00	  0.00
GLYCDx	nad_c[c] + glyc_c[c]  -> h_c[c] + nadh_c[c] + dha_c[c] 	(SCO6754)	  0.00	1000.00	  0.00
GLYCTO1	o2_c[c] + glyclt_c[c]  -> h2o2_c[c] + glx_c[c] 	(SCO2925)	  0.00	1000.00	  0.00
GLYCTO3	glyclt_c[c] + mqn9_c[c]  -> glx_c[c] + mql9_c[c] 	(SCO2925)	  0.00	1000.00	  0.00
GLYK	atp_c[c] + glyc_c[c]  -> h_c[c] + adp_c[c] + glyc3p_c[c] 	((SCO0509) or (SCO1660) or (SCO7004))	  0.00	1000.00	  0.00
GNK	atp_c[c] + glcn_c[c]  -> h_c[c] + adp_c[c] + 6pgc_c[c] 	(SCO1679)	  0.00	1000.00	  0.00
HADPCOADH3	nad_c[c] + 3hadpcoa_c[c]  <=> h_c[c] + nadh_c[c] + oxadpcoa_c[c] 	((SCO1591) or (SCO3834) or (SCO5385))	-1000.00	1000.00	  0.00
HEX4	atp_c[c] + man_c[c]  -> h_c[c] + adp_c[c] + man6p_c[c] 		  0.00	1000.00	  0.00
HEX7	atp_c[c] + fru_c[c]  -> h_c[c] + adp_c[c] + f6p_c[c] 	(SCO1957)	  0.00	1000.00	  0.00
HPYRI	hpyr_c[c]  <=> 2h3oppan_c[c] 	(SCO6206)	-1000.00	1000.00	  0.00
IDOND	h_c[c] + nadh_c[c] + 5dglcn_c[c]  <=> nad_c[c] + idon-L_c[c] 	(SCO1682)	-1000.00	1000.00	  0.00
IDOND2	nadph_c[c] + h_c[c] + 5dglcn_c[c]  -> nadp_c[c] + idon-L_c[c] 	(SCO1682)	  0.00	1000.00	  0.00
LACZ	h2o_c[c] + lcts_c[c]  -> glc-D_c[c] + gal_c[c] 	((SCO0766) or (SCO3479) or (SCO5689) or (SCO6347) or (SCO6457) or (SCO7407))	  0.00	1000.00	  0.00
LCADi	h2o_c[c] + nad_c[c] + lald-L_c[c]  -> 2 h_c[c] + nadh_c[c] + lac-L_c[c] 	(SCO3486)	  0.00	1000.00	  0.00
LYXI	lyx-L_c[c]  -> xylu-L_c[c] 	(SCO0812)	  0.00	1000.00	  0.00
MALT	h2o_c[c] + malt_c[c]  -> 2 glc-D_c[c] 	((SCO1394) or (SCO2228) or (SCO3780) or (SCO7010))	  0.00	1000.00	  0.00
MALTATr	accoa_c[c] + malt_c[c]  <=> coa_c[c] + acmalt_c[c] 	(SCO7519)	-1000.00	1000.00	  0.00
MAN6PI	man6p_c[c]  <=> f6p_c[c] 	(SCO3025)	-1000.00	1000.00	  0.00
MELTGH	h2o_c[c] + melt_c[c]  -> gal_c[c] + sbt-D_c[c] 	((SCO0274) or (SCO0541))	  0.00	1000.00	  0.00
MLTG1	h2o_c[c] + malttr_c[c]  -> malt_c[c] + glc-D_c[c] 	((SCO1394) or (SCO2228) or (SCO3780) or (SCO7010))	  0.00	1000.00	  0.00
MLTG1e	h2o_e[e] + malttr_e[e]  -> glc-D_e[e] + malt_e[e] 	((SCO7019) or (SCO7020))	  0.00	1000.00	  0.00
MLTG2	h2o_c[c] + maltttr_c[c]  -> malttr_c[c] + glc-D_c[c] 	((SCO1394) or (SCO2228) or (SCO3780) or (SCO7010))	  0.00	1000.00	  0.00
MLTG2e	h2o_e[e] + maltttr_e[e]  -> malttr_e[e] + glc-D_e[e] 	((SCO7019) or (SCO7020))	  0.00	1000.00	  0.00
MLTG3	h2o_c[c] + maltpt_c[c]  -> glc-D_c[c] + maltttr_c[c] 	((SCO1394) or (SCO2228) or (SCO3780) or (SCO7010))	  0.00	1000.00	  0.00
MLTG3e	h2o_e[e] + maltpt_e[e]  -> glc-D_e[e] + maltttr_e[e] 	((SCO7019) or (SCO7020))	  0.00	1000.00	  0.00
MLTG4	h2o_c[c] + malthx_c[c]  -> glc-D_c[c] + maltpt_c[c] 	((SCO1394) or (SCO2228) or (SCO3780) or (SCO7010))	  0.00	1000.00	  0.00
MLTG4e	malthx_e[e] + h2o_e[e]  -> glc-D_e[e] + maltpt_e[e] 	((SCO7019) or (SCO7020))	  0.00	1000.00	  0.00
MLTG5	h2o_c[c] + malthp_c[c]  -> glc-D_c[c] + malthx_c[c] 	((SCO1394) or (SCO2228) or (SCO3780) or (SCO7010))	  0.00	1000.00	  0.00
MLTG5e	h2o_e[e] + malthp_e[e]  -> malthx_e[e] + glc-D_e[e] 	((SCO7019) or (SCO7020))	  0.00	1000.00	  0.00
MLTP1	maltpt_c[c] + pi_c[c]  <=> maltttr_c[c] + g1p_c[c] 	(SCO5444)	-1000.00	1000.00	  0.00
MLTP2	malthx_c[c] + pi_c[c]  <=> maltpt_c[c] + g1p_c[c] 	(SCO5444)	-1000.00	1000.00	  0.00
MLTP3	malthp_c[c] + pi_c[c]  <=> malthx_c[c] + g1p_c[c] 	(SCO5444)	-1000.00	1000.00	  0.00
MNLD	nad_c[c] + mnl_c[c]  -> h_c[c] + nadh_c[c] + fru_c[c] 		  0.00	1000.00	  0.00
MTI	tre_c[c]  <=> malt_c[c] 	((SCO5442) or (SCO7334))	-1000.00	1000.00	  0.00
OXCDC	h_c[c] + oxalcoa_c[c]  -> co2_c[c] + forcoa_c[c] 	(SCO6584)	  0.00	1000.00	  0.00
OXDHCOAT	coa_c[c] + 3oxdhscoa_c[c]  -> accoa_c[c] + 23dhacoa_c[c] 	((SCO5144) and ((SCO6701) or (SCO6967) or (SCO3079) or (SCO6731)))	  0.00	1000.00	  0.00
PACCOAE	nadph_c[c] + h_c[c] + o2_c[c] + phaccoa_c[c]  -> nadp_c[c] + h2o_c[c] + rephaccoa_c[c] 	((SCO7471) and (SCO7472) and (SCO7473) and (SCO7474) and (SCO7475))	  0.00	1000.00	  0.00
PACCOAL	coa_c[c] + atp_c[c] + pac_c[c]  -> amp_c[c] + ppi_c[c] + phaccoa_c[c] 	(SCO7469)	  0.00	1000.00	  0.00
PACCOATE	h2o_c[c] + phaccoa_c[c]  -> coa_c[c] + h_c[c] + pac_c[c] 	(SCO7470)	  0.00	1000.00	  0.00
PFK_2	atp_c[c] + tag6p-D_c[c]  -> h_c[c] + adp_c[c] + tagdp-D_c[c] 	((SCO5426) or (SCO2119) or (SCO1214))	  0.00	1000.00	  0.00
PGMT	g1p_c[c]  <=> g6p_c[c] 	(SCO7443)	-1000.00	1000.00	  0.00
PMANM	man1p_c[c]  <=> man6p_c[c] 	((SCO3028) or (SCO4916) or (SCO1388))	-1000.00	1000.00	  0.00
PPAKr	adp_c[c] + ppap_c[c]  <=> atp_c[c] + ppa_c[c] 	(SCO5424)	-1000.00	1000.00	  0.00
PPM	r1p_c[c]  <=> r5p_c[c] 	(SCO7443)	-1000.00	1000.00	  0.00
PPM2	2dr1p_c[c]  <=> 2dr5p_c[c] 	(SCO7443)	-1000.00	1000.00	  0.00
PTA2	ppcoa_c[c] + pi_c[c]  -> coa_c[c] + ppap_c[c] 	(SCO5425)	  0.00	1000.00	  0.00
RAFGH	h2o_c[c] + raffin_c[c]  -> gal_c[c] + sucr_c[c] 	((SCO0274) or (SCO0541))	  0.00	1000.00	  0.00
RBK	atp_c[c] + rib-D_c[c]  -> h_c[c] + adp_c[c] + r5p_c[c] 	(SCO2748)	  0.00	1000.00	  0.00
RBK_L1	atp_c[c] + rbl-L_c[c]  -> h_c[c] + adp_c[c] + ru5p-L_c[c] 		  0.00	1000.00	  0.00
RBP4E	ru5p-L_c[c]  <=> xu5p-D_c[c] 		-1000.00	1000.00	  0.00
REPHACCOAI	rephaccoa_c[c]  <=> 2oxpaccoa_c[c] 	(SCO5144)	-1000.00	1000.00	  0.00
RMI	rmn_c[c]  <=> rml_c[c] 	(SCO0812)	-1000.00	1000.00	  0.00
RMK	atp_c[c] + rml_c[c]  -> h_c[c] + adp_c[c] + rml1p_c[c] 	(SCO0814)	  0.00	1000.00	  0.00
RMPA	rml1p_c[c]  <=> dhap_c[c] + lald-L_c[c] 	(SCO0813)	-1000.00	1000.00	  0.00
SBTO	o2_c[c] + sbt-D_c[c]  -> h2o2_c[c] + fru_c[c] 	(SCO6147)	  0.00	1000.00	  0.00
SUCR	h2o_c[c] + sucr_c[c]  -> glc-D_c[c] + fru_c[c] 	((SCO1394) or (SCO2228) or (SCO3780) or (SCO7010))	  0.00	1000.00	  0.00
TAUDO	o2_c[c] + akg_c[c] + taur_c[c]  -> h_c[c] + co2_c[c] + aacald_c[c] + so3_c[c] + succ_c[c] 	((SCO7507) or (SCO7357))	  0.00	1000.00	  0.00
TGBPA	tagdp-D_c[c]  <=> dhap_c[c] + g3p_c[c] 	((SCO5848) and (SCO5852))	-1000.00	1000.00	  0.00
TRE6PP	h2o_c[c] + tre6p_c[c]  -> pi_c[c] + tre_c[c] 	(SCO4288)	  0.00	1000.00	  0.00
TRE6PS	g6p_c[c] + udpg_c[c]  -> h_c[c] + tre6p_c[c] + udp_c[c] 	(SCO4290)	  0.00	1000.00	  0.00
TRSARr	h_c[c] + nadh_c[c] + 2h3oppan_c[c]  <=> nad_c[c] + glyc-R_c[c] 	(SCO6205)	-1000.00	1000.00	  0.00
UDPG4E	udpg_c[c]  <=> udpgal_c[c] 	((SCO2988) or (SCO3137) or (SCO3326) or (SCO3739))	-1000.00	1000.00	  0.00
UGLT	gal1p_c[c] + udpg_c[c]  <=> g1p_c[c] + udpgal_c[c] 	(SCO3138)	-1000.00	1000.00	  0.00
URIH	h2o_c[c] + uri_c[c]  -> rib-D_c[c] + ura_c[c] 	(SCO3779)	  0.00	1000.00	  0.00
X5PL3E	xu5p-L_c[c]  -> ru5p-L_c[c] 		  0.00	1000.00	  0.00
XYLI1	xyl-D_c[c]  <=> xylu-D_c[c] 	(SCO1169)	-1000.00	1000.00	  0.00
XYLI2	glc-D_c[c]  <=> fru_c[c] 	(SCO1169)	-1000.00	1000.00	  0.00
XYLK	atp_c[c] + xylu-D_c[c]  -> h_c[c] + adp_c[c] + xu5p-D_c[c] 	((SCO1170) or (SCO2462))	  0.00	1000.00	  0.00
XYLK2	atp_c[c] + xylu-L_c[c]  -> h_c[c] + adp_c[c] + xu5p-L_c[c] 		  0.00	1000.00	  0.00
XYLTO	o2_c[c] + xylt_c[c]  -> h2o2_c[c] + xylu-D_c[c] 	(SCO6147)	  0.00	1000.00	  0.00
ICL	icit_c[c]  -> glx_c[c] + succ_c[c] 	(SCO0982)	  0.00	1000.00	  0.00
MALS	h2o_c[c] + accoa_c[c] + glx_c[c]  -> coa_c[c] + h_c[c] + mal-L_c[c] 	((SCO0983) or (SCO6243))	  0.00	1000.00	  0.00
ME1	nad_c[c] + mal-L_c[c]  -> nadh_c[c] + co2_c[c] + pyr_c[c] 	(SCO2951)	  0.00	1000.00	  0.00
ME2	nadp_c[c] + mal-L_c[c]  -> nadph_c[c] + co2_c[c] + pyr_c[c] 	(SCO5261)	  0.00	1000.00	  0.00
PEPCK	oaa_c[c] + gtp_c[c]  -> co2_c[c] + gdp_c[c] + pep_c[c] 	(SCO4979)	  0.00	1000.00	  0.00
PPA	h2o_c[c] + ppi_c[c]  -> h_c[c] + 2 pi_c[c] 	(SCO3409)	  0.00	1000.00	  0.00
PPA_1	h2o_c[c] + ppi_c[c]  -> 2 pi_c[c] + h_e[e] 	(SCO3547)	  0.00	1000.00	  0.00
PPC	h2o_c[c] + co2_c[c] + pep_c[c]  -> h_c[c] + oaa_c[c] + pi_c[c] 	(SCO3127)	  0.00	1000.00	  0.00
4HGLSD	h2o_c[c] + nad_c[c] + 4hglusa_c[c]  -> 2 h_c[c] + nadh_c[c] + e4hglu_c[c] 	(SCO5520)	  0.00	1000.00	  0.00
ABTA	akg_c[c] + 4abut_c[c]  -> glu-L_c[c] + sucsal_c[c] 	((SCO5676) or (SCO7034))	  0.00	1000.00	  0.00
ABUTD	h2o_c[c] + nad_c[c] + 4abutn_c[c]  -> 2 h_c[c] + nadh_c[c] + 4abut_c[c] 	((SCO5657) or (SCO5666))	  0.00	1000.00	  0.00
ACGK	atp_c[c] + acglu_c[c]  -> adp_c[c] + acg5p_c[c] 	(SCO1578)	  0.00	1000.00	  0.00
ACGS	accoa_c[c] + glu-L_c[c]  -> coa_c[c] + h_c[c] + acglu_c[c] 	((SCO1579) or (SCO3376))	  0.00	1000.00	  0.00
ACOTA	akg_c[c] + acorn_c[c]  <=> glu-L_c[c] + acg5sa_c[c] 	(SCO1577)	-1000.00	1000.00	  0.00
ADMDC	h_c[c] + amet_c[c]  -> co2_c[c] + ametam_c[c] 		  0.00	1000.00	  0.00
AGMD	h2o_c[c] + agm_c[c]  -> nh4_c[c] + cptrc_c[c] 	(SCO5527)	  0.00	1000.00	  0.00
AGMT	h2o_c[c] + agm_c[c]  -> ptrc_c[c] + urea_c[c] 	(SCO2770)	  0.00	1000.00	  0.00
AGPR	nadp_c[c] + pi_c[c] + acg5sa_c[c]  <=> nadph_c[c] + h_c[c] + acg5p_c[c] 	(SCO1580)	-1000.00	1000.00	  0.00
AMPTASEPG	h2o_c[c] + progly_c[c]  -> gly_c[c] + pro-L_c[c] 	((SCO2018) or (SCO2635) or (SCO2643))	  0.00	1000.00	  0.00
APCS	ametam_c[c] + 15dap_c[c]  -> h_c[c] + 5mta_c[c] + na15dap_c[c] 	((SCO3655) or (SCO2455))	  0.00	1000.00	  0.00
ARGD	h2o_c[c] + arg-L_c[c]  -> nh4_c[c] + citr-L_c[c] 	((SCO0613) or (SCO5975))	  0.00	1000.00	  0.00
ARGSL	argsuc_c[c]  <=> arg-L_c[c] + fum_c[c] 	(SCO1570)	-1000.00	1000.00	  0.00
ARGSS	asp-L_c[c] + atp_c[c] + citr-L_c[c]  -> h_c[c] + amp_c[c] + ppi_c[c] + argsuc_c[c] 	(SCO7036)	  0.00	1000.00	  0.00
CBPS	h2o_c[c] + 2 atp_c[c] + gln-L_c[c] + hco3_c[c]  -> 2 h_c[c] + glu-L_c[c] + 2 adp_c[c] + pi_c[c] + cbp_c[c] 	((SCO1483) and (SCO1484))	  0.00	1000.00	  0.00
CPTRCA	2 h_c[c] + h2o_c[c] + cptrc_c[c]  -> co2_c[c] + nh4_c[c] + ptrc_c[c] 	(SCO6414)	  0.00	1000.00	  0.00
DDPGA	4h2oglt_c[c]  <=> pyr_c[c] + glx_c[c] 	((SCO0852) or (SCO2298) or (SCO3473) or (SCO3495))	-1000.00	1000.00	  0.00
EHGLAT	akg_c[c] + e4hglu_c[c]  -> glu-L_c[c] + 4h2oglt_c[c] 	((SCO4645) or (SCO3658))	  0.00	1000.00	  0.00
G5SADs	glu5sa_c[c]  -> h_c[c] + h2o_c[c] + 1pyr5c_c[c] 	(s0001)	  0.00	1000.00	  0.00
G5SD	nadph_c[c] + h_c[c] + glu5p_c[c]  -> nadp_c[c] + pi_c[c] + glu5sa_c[c] 	(SCO2585)	  0.00	1000.00	  0.00
GLU5K	glu-L_c[c] + atp_c[c]  -> adp_c[c] + glu5p_c[c] 	(SCO2587)	  0.00	1000.00	  0.00
HPROb	nadph_c[c] + 2 h_c[c] + 1p3h5c_c[c]  -> nadp_c[c] + 4hpro-LT_c[c] 	(SCO3337)	  0.00	1000.00	  0.00
MTAN	h2o_c[c] + 5mta_c[c]  -> ade_c[c] + 5mtr_c[c] 	(SCO5431)	  0.00	1000.00	  0.00
OCBTi	cbp_c[c] + orn_c[c]  -> h_c[c] + pi_c[c] + citr-L_c[c] 	(SCO5976)	  0.00	1000.00	  0.00
ORNDC	h_c[c] + orn_c[c]  -> co2_c[c] + ptrc_c[c] 	(SCO6035)	  0.00	1000.00	  0.00
ORNTA	akg_c[c] + orn_c[c]  -> glu-L_c[c] + glu5sa_c[c] 	(SCO1223)	  0.00	1000.00	  0.00
ORNTAC	glu-L_c[c] + acorn_c[c]  <=> acglu_c[c] + orn_c[c] 	(SCO1579)	-1000.00	1000.00	  0.00
P5CD	2 h2o_c[c] + nad_c[c] + 1pyr5c_c[c]  -> h_c[c] + nadh_c[c] + glu-L_c[c] 	(SCO5520)	  0.00	1000.00	  0.00
